Languages	EFGIS							
								
Screen	PHRASE TABLE	SPACE	E	F	G	I	S	NOTES
CARDS	CARD_DESC_30		From Marge's brief stint as a police officer. Homer enjoys a squirt of pepper spray on his eggs in the morning.	"Profitant de la brève carrière de Marge dans la police, Homer assaisonne ses œufs d'un peu de gaz lacrymogène."	Von Marges kurzem Gastspiel als Polizistin. Homer mag gern etwas Pfefferspray auf seine Frühstückseier.	???	Del breve periodo de Marge como policía. Homer disfruta de un chorrito de spray lacrimógeno en los huevos que está desayunando.	
CARDS	CARD_QUOTE1_30	Marge:	"""Homer, give me my pepper spray."""	"Homer, rends-moi ma bombe de gaz lacrymogène."	"Homer, gib mir mein Pfeffer-Spray."	???	¡Homer. dame mi spray lacrimógeno!	
CARDS	CARD_QUOTE2_30	Homer:	"""Oh Marge, one squirt and you're south of the border. Mmm... incapacitating."""	"Oh Marge, une seule giclée et ça t'envoie dans l'espace... Hum, délirant."	"Ach, Marge, ein Spritzer und du bist hinüber. Mmmmmhh ... außer Gefecht."	???	"¡Oh, Marge! Una pasadita y te pones en Méjico. (Gestos) Se te queda la lengua paralizada... (Gesto)"	
CARDS	CARD_TITLE_31	4-8	LEVEL 4 BONUS CARD	CARTE BONUS DU NIVEAU 4	LEVEL-4-BONUS-KARTE	???	NIVEL 4 CARTA EXTRA	
CARDS	CARD_EPISODE_31		*	*	*	???	*	
CARDS	CARD_DESC_31		*	*	*	???	*	
CARDS	CARD_QUOTE1_31		*	*	*	???	*	
CARDS	CARD_QUOTE2_31		*	*	*	???	*	
CARDS	CARD_TITLE_32	5-1	APU'S T-SHIRT	LE T-SHIRT D'APU	APUS T-SHIRT	???	LA CAMISETA DE APU	
CARDS	CARD_EPISODE_32		Episode 3F03: Lisa the Vegetarian	Episode 3F03: Lisa la végétarienne	Episode 3F03: Lisa als Vegetarierin	???	"Capítulo 132: ""Lisa, la vegetariana"""	
CARDS	CARD_DESC_32		"Newly vegetarian Lisa gets a laugh when Apu shows her a t-shirt with the words, ""Don't have a cow, man"" on it."	"Végétarienne depuis peu Lisa a beaucoup ri lorsque Apu lui a montré un t-shirt sur lequel était écrit ""Soyez vache, broutez !"""	"Neuvegetarierin Lisa muss lachen, als ihr Apu ein T-Shirt mit der Aufschrift ""Sei kein Rindvieh"" zeigt."	???	"La recientemente convertida en vegetariana Lisa se parte de risa cuando Apu le enseña una camiseta con el eslogan ""No te comas una vaca, hombre""."	
CARDS	CARD_QUOTE1_32	Lisa:	"(READING) ""Come to Homer's BBBQ. The extra B is for BYOBB. What's that extra 'B' for?"""	Venez au BBBQ d'Homer. Le B supplémentaire est pour BYOBB. C'est quoi ?	"(((LIEST VOR))) ""Kommt zu Homers B-Bar-B-Que. Das extra B steht für Bring-dein-eigenes-B-Bar-B-Que. Nur wofür steht das extra B?"""	???	"Venir a la barb-b-bacoa de Homer. La ""b""extra significa que traigas la be-b-bida.¿Y esta otra ""b"" que significa?"	
CARDS	CARD_QUOTE2_32	Homer:	"""That's a typo."""	C'est une coquille.	Das ist ein Tippfehler.	???	Es una errata.	
CARDS	CARD_TITLE_33	5-2	PIN PALS SHIRT	UNE CHEMISE POUR TOUS	PIN-PALS-TRIKOT	???	CAMISETA PIN PALS	
CARDS	CARD_EPISODE_33		Episode 3F10: Team Homer	Episode 3F10: Une partie Homérique	Episode 3F10: Homers Bowling-Mannschaft	???	"Capítulo 139: ""Equipo Homer"""	
CARDS	CARD_DESC_33		"The shirt worn by Homer's bowling team: Homer, Moe, Apu, and, unfortunately, Mr. Burns."	"La chemise portée par l'équipe de bowling d'Homer : Homer, Moe, Apu, et malheureusement, M. Burns."	"Das Trikot von Homers Bowlingmannschaft: Homer, Moe, Apu und - leider - Mr. Burns."	???	"La camiseta que lleva el equipo de bolos de Homer: Homer, Moe, Apu y, por desgracia, el señor Burns."	
CARDS	CARD_QUOTE1_33	Brockman:	"""This just in, a new addition to our 'worst dressed list'--those guys!"""	"Ca vient de tomber sur les prompteurs, une nouvelle entrée dans notre liste des équipes les plus mal fagotées."	Eine Sondermeldung. Ein Neuzugang zur Liste der schlechtest angezogenen Leute - diese Typen hier!	???	Noticia:   Empezando la vista de los peores vestidos... esos tíos. (Ríe)	
CARDS	CARD_QUOTE2_33		*	*	*	???	*	
CARDS	CARD_TITLE_34	5-3	PROP 24 SIGN	PANCARTE PROP 24	PROTESTSCHILD	???	SEÑAL DE LA PROPUESTA 24	
CARDS	CARD_EPISODE_34		Episode 3F20: Much Apu About Nothing	"Episode 3F20 : J'y suis, j'y reste!"	Episode 3F20: Volksabstimmung in Springfield	???	"Capítulo 150: ""Mucho Apu y pocas nueces"""	
CARDS	CARD_DESC_34		"Protest sign wielded by an ignorant mob member protesting illegal immigrants, including Apu."	"Une pancarte brandie par des manifestants ignares contre l'immigration illégale, et notamment contre Apu."	"Das Protestschild eines dummen Demonstranten, der gegen illegale Einwanderer protestiert - wie Apu."	???	"Señal de protesta que lleva un miembro ignorante de la muchedumbre que se queja de los inmigrantes ilegales, incluido Apu."	
CARDS	CARD_QUOTE1_34	Apu:	"""Oh I wish, oh I wish I could have stayed just one more year or two. There was so much that I wanted to see and to do and to have done to me."""	"Oh, j'aurais tant aimé pouvoir rester encore une année ou deux. Il y a tellement de choses que j'aimerais encore voir, faire et qu'on pourrait faire pour moi."	"Ach, ich wär' so gern noch ein, zwei Jahre hier geblieben. Es gibt noch so viel, was ich sehen und tun und mir angetan haben möchte."	???	"Ojalá... Ojalá hubiera podido quedarme uno o dos años más. Hay tanto que deseo ver, hay tanto que deseo hacer y que me hagan."	
CARDS	CARD_QUOTE2_34		*	*	*	???	*	
CARDS	CARD_TITLE_35	5-4	BABY FEEDER	LE BIBERON	BABYFÜTTERUNG	???	ALIMENTO PARA BEBÉS	
CARDS	CARD_EPISODE_35		Episode BABF03: Eight Misbehavin'	Episode BABF03: Huit d'un coup	Episode BABF03: Schon mal an Kinder gedacht?	???	"Capítulo 233: ""Ocho malcriados"""	
CARDS	CARD_DESC_35		Apu is reduced to lying on the floor like a farm animal to feed his eight children.	Apu en est réduit à vivre sur le sol comme une bête pour nourrir ses huit enfants.	"Apu hat acht Kinder und muss wie Nutzvieh auf dem Boden liegen, um sie zu füttern."	???	Apu se ve rebajado a tumbarse en el suelo como un animal de granja para alimentar a sus ocho hijos.	
CARDS	CARD_QUOTE1_35	Manjula:	"""Oh, look who's here, the family with one baby. How do you manage?"""	"Oh, regardez qui est là, la famille avec un bébé. Comment vous vous en sortez ?"	"Oh, sieh mal, wer da ist, die Familie mit einem Kind. Wie geht's denn so?"	???	"¡Oh, mira quién ha venido, la familia de un solo bebé! ¿Cómo se las arreglan?"	
CARDS	CARD_QUOTE2_35	Homer:	"(LOUD WHISPER) ""Marge... they've turned into jerks."""	Marge... Ils sont devenus idiots.	"(((Lautes Geflüster))) ""Marge ... die haben sich in Idioten verwandelt."""	???	"Marge, se han vuelto un tanto así (imbéciles)."	
CARDS	CARD_TITLE_36	5-5	GANESH COSTUME	LE COSTUME DE GANESH	GANESH-KOSTÜM	???	DISFRAZ DE GANESHA	
CARDS	CARD_EPISODE_36		Episode 5F04: The Two Mrs. Nahasapeemapetilons	"Episode 5F04 : Mère hindoue, fils indigne"	Episode 5F04: Hochzeit auf indisch	???	"Capítulo 184: ""Las dos señoras Nahasapeenapetilon"""	
CARDS	CARD_DESC_36		"Worn by Homer in a vain, last minute attempt to halt the arranged marriage ceremony of Apu and Manjula."	Porté en vain par Homer dans une dernière tentative pour empêcher la célébration du mariage arrangé d'Apu et Manjula.	"Getragen von Homer bei einem letzten vergeblichen Versuch, die arrangierte Hochzeit zwischen Apu und Manjula zu verhindern."	???	Se lo pone Homer en un vano intento de última hora para detener el matrimonio concertado de Apu y Manjula.	
CARDS	CARD_QUOTE1_36	Apu:	"""Oh, do you think this marriage could really work?"""	"Oh, tu penses vraiment que ce mariage a ses chances ?"	"Oh, glaubst du, dass diese Ehe wirklich Zukunft hat?"	???	¡Oh! ¿Crees que nuestro matrimonio funcionaría?	
CARDS	CARD_QUOTE2_36	Manjula:	"""Who knows? We can always get divorced."""	Qui sait ? On pourra toujours divorcer.	Wer weiß? Wir können uns immer wieder scheiden lassen.	???	¿Quién sabe? Siempre podríamos divorciarnos.	
CARDS	CARD_TITLE_37	5-6	CHUTNEY SQUISHEE	LE SQUISHEE	CHUTNEY-SQUISHY	???	FRESISUIS AGRIDULCE	
CARDS	CARD_EPISODE_37		Episode 8F21: The Otto Show	Episode 8F21: Le permis d'Otto bus	Episode 8F21: Der Fahrschüler	???	"Capítulo 56: ""El Otto show"""	
CARDS	CARD_DESC_37		"Apu invents a new type of Squishee which is tasted once, and only once, by Bart and then thrown in a dumpster."	Apu a inventé un nouveau type de Squishee que Bart a goûté une fois avant de le jeter dans une poubelle.	"Apu erfindet eine neue Sorte Squishy, die Bart ein einziges Mal probiert und prompt in den Müll wirft."	???	"Apu inventa un nuevo tipo de fresisuis que solamente prueba Bart, una única vez y después se tira al contenedor."	
CARDS	CARD_QUOTE1_37	Bart:	"""Otto-Man, you're living in a dumpster?"""	"Otto, mon vieux, tu vis dans une benne à ordures ?"	"Otto, Mann, du wohnst auf 'ner Müllhalde?"	???	"¡Otto, tío!... ¿Vives en un contenedor de basura?"	
CARDS	CARD_QUOTE2_37	Otto:	"""Oh, man, I wish. 'Dumpster' brand trash bins are top-of-the-line. This is just a 'Trash-Co' waste disposal unit."""	"Oh, j'aimerais bien. Les bennes à ordure 'Dumpster' sont ce qui se fait de mieux. Ca, c'est juste un broyeur d'ordures 'Trash-Co'."	"Oh, Mann, schön wär's. Müllhalden sind doch echt komfortable, aber das hier ist nur 'ne miese 'Trash-Co'-Mülltonne."	???	"¡Jo, tío, si viviera ahí!... un contenedor de basura es una cosa guay... éste sólo es un contenedor para embalajes y residuos."	
CARDS	CARD_TITLE_38	5-7	HOT DOG	HOT DOG	HOTDOG	???	PERRITO CALIENTE	
CARDS	CARD_EPISODE_38		Episode 1F10: Homer and Apu	Episode 1F10 : Le blues d'Apu	Episode 1F10: Apu der Inder	???	"Capítulo 93: ""Hommer y Apu"""	
CARDS	CARD_DESC_38		The filth encrusted hot dog that got Apu briefly fired from the Kwik-E-Mart.	Le hot dog crasseux à cause duquel Apu a été brièvement renvoyé du Kwik-E-Mart.	"Ein schmutziges Würstchen, das Apu vorübergehend seinen Job beim Kwik-E-Mart kostete."	???	El perrito caliente mugriento que hizo que despidieran a Apu del Badulaque por una temporada.	
CARDS	CARD_QUOTE1_38	Apu:	"(SINGS SADLY) ""Who needs the Kwik-E-Mart? I do...."""	Qui a besoin du Kwik-E-Mart? Moi....	"(((Singt traurig))) ""Wer braucht den Kwik-E-Mart? I-Ich ..."""	???	¿Quién necesita al Badulaque?... Pues... yooooo.	
CARDS	CARD_QUOTE2_38	Homer:	"""Hey, he's not happy at all. He lied to us through song! I hate when people do that!"""	"Hé, il n'est pas du tout heureux. Il nous a menti avec sa chanson. Je déteste quand les gens font ça !"	"Hey, der ist überhaupt nicht glücklich! Er hat uns mit dem Lied angelogen! Ich mag's nicht, wenn Leute das tun."	???	¡Eh! ¡Apu no es feliz...! ¡Mentía mientras cantaba!... ¡No soporto que la gente haga eso!	
CARDS	CARD_TITLE_39	5-8	LEVEL 5 BONUS CARD	CARTE BONUS DU NIVEAU 5	LEVEL-5-BONUS-KARTE	???	NIVEL 5 CARTA EXTRA	
CARDS	CARD_EPISODE_39		*	*	*	???	*	
CARDS	CARD_DESC_39		*	*	*	???	*	
CARDS	CARD_QUOTE1_39		*	*	*	???	*	
CARDS	CARD_QUOTE2_39		*	*	*	???	*	
CARDS	CARD_TITLE_40	6-1	RADIOACTIVE MAN#1	L'HOMME RADIOACTIF #1	RADIOACTIVE MAN Nr. 1	???	EL Nº 1 DEL HOMBRE RADIACTIVO	
CARDS	CARD_EPISODE_40		Episode 7F21: Three Men and a Comic Book	"Episode 7F21: Un pour tous, tous contre un"	Episode 7F21: Drei Freunde und ein Comic-Heft	???	"Capítulo 34: ""Tres hombres y un cómic"""	
CARDS	CARD_DESC_40		"Purchased by Bart, Milhouse and Martin for a 100 dollars. The ensuing fight over ownership resulted in the valuable comic book being reduced to a tattered, destroyed mess."	"Achetée par Bart, Milhouse et Martin pour 100 dollars. Le combat qui a suivi pour sa possession a transformé cette bande dessinée de grande valeur en un torchon complètement détruit."	"Bart, Milhouse und Martin haben sich diesen Comic für 100 Dollar gekauft. Der unvermeidliche Kampf darum, wem der Comic gehört, endet mit der Zerstörung des wertvollen Hefts."	???	"Comprado por Bart, Milhouse y Martin por 100 dólares. En la pelea inmediatamente posterior por ser el dueño del valioso cómic, éste acaba hecho papilla y destrozado."	
CARDS	CARD_QUOTE1_40	Homer:	"""A hundred bucks? For a comic book? Who drew it, Micha-ma-langelo?"""	"Cent dollars ? Pour une bande dessinée ? Qui l'a dessinée, Micha-ma-langelo ?"	Hundert Dollar für ein Comic-Heft? Wer hat das gezeichnet? Michel-la-langelo?	???	¿Cien dólares? ¿Por un cómic? ¿Quién es el autor Mi- Miguel Angel?	
CARDS	CARD_QUOTE2_40		*	*	*	???	*	
CARDS	CARD_TITLE_41	6-2	"""BORT"" LICENSE PLATE"	"LA PLAQUE D'IMMATRICULATION ""BORT"""	BORT-NUMMERNSCHILD	???	"MATRÍCULA ""BORT"""	
CARDS	CARD_EPISODE_41		Episode 2F01: Itchy and Scratchy Land	Episode 2F01: Itchy et Scratchy Land	Episode 2F01: Der unheimliche Vergnügungspark	???	"Capítulo 106: ""El país de Itchy y Scratchy"""	
CARDS	CARD_DESC_41		"The most popular personalized license plate available at the Itchy and Scratchy Land gift shop. ""Bart"" is nowhere to be found."	"La plaque d'immatriculation personnalisée la plus populaire disponible à la boutique de souvenirs de Itchy & Scratchy. On n'arrive à trouver  ""Bart"" nulle part."	"Das beliebteste Nummernschild, das man im Souvenirladen von Itchy-Scratchy-Land kaufen kann. ""Bart"" hingegen gibt es nicht."	???	"La matrícula personalizada más popular disponible en la tienda de regalos del Parque de Pica y Rasca. ""Bart"" no se encuentra a por ningún lado."	
CARDS	CARD_QUOTE1_41	Child:	"""Mommy, mommy! Buy me a license plate."""	"Maman, Maman ! Achète-moi une plaque."	"Mommy, Mommy! Kauf mir ein Namenschild."	???	"¡Mami, mami, cómprame una matrícula!"	
CARDS	CARD_QUOTE2_41	Mother:	"""No. Come along, Bort."""	"Non. Allez viens, Bort."	"Nein, jetzt komm schon, Bort!"	???	"¡No, vámonos, Bort!"	
CARDS	CARD_TITLE_42	6-3	BART T-SHIRT	LE T-SHIRT DE BART 	BART-T-SHIRT	???	LA CAMISETA DE BART	
CARDS	CARD_EPISODE_42		Episode 1F11: Bart Gets Famous	Episode 1F11 : Bart devient célèbre	Episode 1F11: Bart wird berühmt	???	"Capítulo 94: ""Bart se hace famoso"""	
CARDS	CARD_DESC_42		"A memento from one of Bart's many brushes with greatness, when he was the beloved ""I didn't do it"" boy."	"En souvenir des nombreuses grandes aventures de Bart, quand il était encore l'adorable petit hurleur de : ""c'est pas ma faute !"""	"Ein Überbleibsel aus der Zeit, als Bart als ""Ich hab' nichts gemacht""-Junge berühmt und beliebt war."	???	"Un recuerdo de uno de los muchos roces con la fama de Bart, cuando fue el querido chico ""Yo no he sido"""	
CARDS	CARD_QUOTE1_42	Krusty:	"""Oh don't worry about it. You're just finished, that's all. It happens all the time. That's show business for you. One day you're the most important guy who ever lived... the next day you're some schmo working in a box factory."""	"Oh, ne t'inquiète pas pour ça. Tu es juste fini, c'est tout. Ca arrive tout le temps. C'est ça le showbiz. Un jour t'es l'homme le plus important au monde... Le lendemain, t'es une andouille qui travaille dans une fabrique de cartons."	"Ach, mach dir deswegen keine Sorgen. Es ist aus, das war's. Das passiert immer wieder. So ist das Show-Business nun mal. Heute bist du der wichtigste Typ, den es je gab ... morgen bist du ein einfacher Pinsel am Fließband."	???	"¡Oh! No te preocupes muchacho... estás acabado eso es todo. Sí, suele ocurrir, así es el espectáculo... Hoy eres el tipo más importante que existe... Y mañana, sólo eres un patán que trabaja en una fábrica de cajas."	
CARDS	CARD_QUOTE2_42		*	*	*	???	*	
CARDS	CARD_TITLE_43	6-4	AUSTRALIA BOOT	LA BOTTE D'AUSTRALIE	AUSTRALISCHER STIEFEL	???	LA BOTA DE AUSTRALIA	
CARDS	CARD_EPISODE_43		Episode 2F13	Episode 2F13 : Bart contre l'Australie	Episode 2F13: Bart gegen Australien	???	"Capítulo 118: ""Bart contra Australia"""	
CARDS	CARD_DESC_43		"Bart makes a collect call to Australia which sparks an international conflict requiring him to make a formal public apology in Australia. The Australians want to punish him with ""the Boot."""	"Bart passe un appel en PCV vers l'Australie et déclenche un conflit international. Il doit désormais adresser des excuses publiques à l'Australie. Les Australiens veulent le punir en lui donnant un coup de ""Botte""."	"Bart führt ein R-Gespräch mit Australien, das zu einem internationalen Zwischenfall führt und für das er sich in aller Öffentlichkeit in Australien entschuldigen muss. Die Australier wollen ihn mit dem ""Stiefel"" bestrafen."	???	"Bart hace una llamada a cobro revertido a Australia que desencadena un conflicto internacional y requiere una disculpa pública formal en Australia. Los australianos quieren aplicarle el castigo de ""la bota""."	
CARDS	CARD_QUOTE1_43	Homer:	"""When will you Australians learn? In America, we stopped using corporal punishment, and things have never been better. The streets are safe. Old people strut confidently through the darkest alleys."""	"Vous autres Australiens n'apprendrez donc jamais rien ? En Amérique, on n'utilise plus les châtiments corporels et les choses n'ont jamais été mieux. Les rue sont sûres. Les personnes âgées se promènent sans crainte dans les allées mal éclairées."	Wann lernt ihr Australier das endlich? In Amerika haben wir die körperliche Züchtigung längst abgeschafft und seitdem läuft alles viel besser. Die Straßen sind sicher und alte Leute können vertrauensselig durch die dunkelsten Gassen spazieren.	???	"¿Pero cuando van a aprender? En América, hemos dejado de infligir castigos corporales y las cosas nos van mejor. Hay seguridad en las calles, los ancianos se aventuran tranquilamente por los callejones."	
CARDS	CARD_QUOTE2_43		*	*	*	???	*	
CARDS	CARD_TITLE_44	6-5	ITCHY AND SCRATCHY CEL	ITCHY ET SCRATCHY	ITCHY-UND-SCRATCHY-BILD	???	DIBUJO DE RASCA Y PICA	
CARDS	CARD_EPISODE_44		Episode 1F21: Lady Bouvier's Lover	Episode 1F21: L'amoureux de grand-mère	Episode 1F21: Liebhaber der Lady B.	???	"Capítulo 104: ""El amante de Madame Bouvier"""	
CARDS	CARD_DESC_44		Part of Scratchy's arm on an animation cell. Bart paid 300 dollars for it and then extorted the cash from Mr. Burns.	"Une partie du bras de Scratchy dans une cellule d'animation. Bart l'a achetée 300 dollars, puis a extorqué la somme à M. Burns."	Ein Teil von Scratchys Arm auf einem Stück Trickfilm. Bart hat 300 Dollar dafür gezahlt und das Geld dann Mr. Burns aus der Tasche gezogen.	???	Parte de un brazo de Pica de una secuencia de animación. Bart pagó 300 dólares por ella y luego obtuvo el dinero del señor Burns. 	
CARDS	CARD_QUOTE1_44	Roger Meyers:	"""This card is one hundred percent, absolutely, positively, guaranteed to increase in value."""	"Je vous assure que cette carte va forcément, obligatoirement, prendre de la valeur."	"Diese Karte wird hundertprozentig, absolut-positiv-garantiert im Wert steigen."	???	"Me complace ofrecer a tus espectadores estas secuencias de animación pintadas a mano, garantizándoles categóricamente que cada una de ellas se revalorizará en un ciento por ciento."	
